tweet_id,writer,post_date,body,comment_num,retweet_num,like_num,polarity_spacy
1154079554274594816,nekware,2019-07-24,Great symbolism of a @SpaceX rocket launching on the same day that $TSLA shares will soar into the stratosphere and beyond ,1,0,2,0.4
1159617599413587968,JackWildcat,2019-08-09,"Power went out today. Backup generator did not cut in. Tesla Powerwall not properly installed. (@ Woz Home in Los Gatos, CA) https://swarmapp.com/c/4KIkbw2WrUs",0,0,0,0.0
1159620298414493699,passthebeano,2019-08-09,"Power went out today. Backup generator did not cut in. Tesla Powerwall not properly installed. (@ Woz Home in Los Gatos, CA) https://swarmapp.com/c/4KIkbw2WrUs",0,0,3,0.0
1162725445017722881,davidmoadel,2019-08-17,$BTC Visionary #Bitcoin Creator Satoshi Nakamoto to Reveal Identity https://globenewswire.com/news-release/2019/08/16/1903230/0/en/Visionary-Bitcoin-Creator-Satoshi-Nakamoto-to-Reveal-Identity.html… $SPY $GLD $QQQ $DJIA $DIA $SLV #stockmarket #commodities #investing #finance #stocks #gold #silver $FB $TWTR $AAPL $AMZN $TSLA $INTC $AMD $NFLX $ETH $LTC $XRP #cryptocurrency #crypto,0,2,0,0.0
1163337450967707648,EBITDAtrades,2019-08-19,Another Satoshi Claimant https://ift.tt/2KWF36r $SPY $QQQ $JD $MO $KO $FB $TSLA $NVDA $BTC $BYND $AMD $AAPL $BAC $AMZN $BABA $SQ $GOOGL #STOCKS #OPTIONS #CRYPTO,0,1,1,0.0
1165228537911160832,Commuternyc,2019-08-24,"Tesla Model S Catches Fire in Los Gatos, Reignites Hours Later at Tow Yard The incidence of $tsla fires  versus ICE cars on the road is much higher for $tsla. These $tsla fires are almost daily events now. $tslaq",6,6,22,0.08333333333333333
1171029735327117312,gualestrit,2019-09-09,Número de usuarios de pago (datos a junio 2019) Spotify: 108 Millones Apple Music: 60M Amazon Music Unlimited: 32M Google Play Music: 15M Pandora: 7M$SPOT $AAPL $AMZN $GOOGL $SIRI,0,15,22,0.0
1184850636795498496,rimisback,2019-10-17,BlackBerry (TSX:BB) Could Skyrocket Into the Stratosphere!$BB @BlackBerry $AAPL $MSFT $GOOGL $AMZN $IBM $ORCL $CRM $TSLA $SNAP $FB @WSJ @business @Reuters @BGR  @CNBC,0,0,0,0.0
1187335577802280961,zwburger,2019-10-24,"What to do with $TSLA?  If this can come down from the stratosphere at market open, it would present a short-term call buying opportunity. If it goes higher on @jimcramer’s hopium, I’ll be scanning for downside plays back to $290-$287 support levels. #StocksToTrade @Tesla",0,0,0,0.018888888888888882
1187338362237128704,Commuternyc,2019-10-24,"When all of Tesla’s value is essentially in its multiple —that is, the promise of stratospheric growth &growth has gone negative, then it’s fair to say the pivot to earnings had best be (a) ongoing $(b) better than a hundred million or so a quarter. $tsla",0,0,2,0.31666666666666665
1187413827895336960,MarkGutman9,2019-10-24,"I'm trying to keep it simple in my head for $TSLA. The launch of Model 3 necessitated a 2.6bn raise after all said & done. The last Q still had some backlog, record deliveries, Revs and CFO down. Going fwd numbers worsen.Capex < DValuation stratospheric",0,0,7,-0.051851851851851864
1189767511182430208,shoprecord,2019-10-31,@SatoshiLite @LTCFoundation a problem for institutional investors in #litecoin or #bitcoin $BTC $LTC is that:no mechanism to prevent managers embezzlement. can you design a secure mechnism for institutional investors? $aapl $googl $msft $nvda $amd $fb $f $c $nflx $intl $ibm,0,1,1,0.4
1191206277365387264,KKublai5,2019-11-04,"Just when u guys think $tsla has run out of money, President Sanders enthusiastically declares that he will launch a ""Green QE"" for deserving companies that are saving the planetStock rockets into stratosphereShorties destroyed yet again$tslaq",2,0,8,0.19999999999999998
1195115351350091778,CNBCFastMoney,2019-11-14,Tesla short @TimSeymour shares his next move after the stock's stratospheric recent rise. $TSLA,29,10,54,0.0
1198333231269068800,,2019-11-23,"So, $tsla's just another shitty 80s car company with a stratospheric valuation. Excellent!",0,0,13,1.0
1201312330761605125,franzvonloewe,2019-12-02,$GOOG $GOOGL advertising what everyone already knew: You don't have to pay anything like sticker price for #Pixel4 this Xmas. Smartphones are a commodity product and the public just won't pay high sticker prices.$AAPL have the most to lose/to fall. From a stratospheric price,0,1,1,0.22
1201622539795075072,Siddhodltha,2019-12-02,"Yeah I tend to agree. My thinking on $TSLA mirrors the immortal words of Satoshi Nakamoto, creator of #bitcoin:""It might make sense just to get some in case it catches on.""Not the farm, of course. But maybe part of the stable.True asymmetry is hard to find these days...",1,0,0,-0.2916666666666667
1202452788187287553,Alex_Kump,2019-12-05,"@elonmusk we were expecting a high quality vanilla ice cream and you bring out an entire buffet of the finest desserts.Gelatos, brownies, cheesecakes, belgian waffles, apple pie & much much more.$TSLA #Tesla #Cybertruck",0,0,0,0.12
1206256524588400646,nelsnyc,2019-12-15,$AAPL looks ready to hit the stratosphere and beyond!,0,1,0,0.25
1206657400486465541,LondonJacques,2019-12-16,$AAPL is in the stratosphere right now . Let’s see how much higher it wants to go !,0,0,0,0.2619047619047619
1207659594002112512,MeetMyTiker,2019-12-19," Excel Sheets are Great; but, MyTiker Trading Journal is Supreme Sign up now through December 25 for a Free 2 Month Platinum Trading Journal ꛷$tsla $pcg $shop $mu $rad $asna $cag $aapl $twtr $ba $fb $pton $cgc $bynd $nke $exel $amd $baba $axsm $atos $cbio $exel $roku",0,0,1,0.6000000000000001
1210217615139987456,MikeAmmo,2019-12-26,The fundamental valuation of $TSLA is still in the irrational stratosphere.,1,0,0,0.0
1210221373597081600,squawksquare,2019-12-26,"$TSLA valuation right now is stratospheric for a car company. That's right, Tesla is a car company. People seem to forget that. If it looks like a car company and walks like a car company, it's a car company.",4,0,0,0.2857142857142857
